"Year","Month","MeanLive","MeanRedd","Date"
2000,11,1920.03448275862,1.77049180327869,2000-11-01
2000,12,801.310344827586,1.27586206896552,2000-12-01
2001,1,7.15384615384615,0.691046658259773,2001-01-01
2001,2,0,0.430327868852459,2001-02-01
2001,8,27.6875,1.66796875,2001-08-01
2001,9,330.004636591479,0.0350877192982456,2001-09-01
2001,10,1899.79602733686,0.32503144654088,2001-10-01
2001,11,1040.70923913043,0.67104183757178,2001-11-01
2001,12,95.3333333333333,1.16142557651992,2001-12-01
2002,1,281.25,1.69811320754717,2002-01-01
2002,8,3.64285714285714,2.28409090909091,2002-08-01
2002,9,756.139929742389,2.1833084947839,2002-09-01
2002,10,2594.71747222903,3.31079664570231,2002-10-01
2002,11,2625.17777777778,6.82608695652174,2002-11-01
2002,12,1943.76470588235,17.0843702405242,2002-12-01
2003,1,16.75,15.8932584269663,2003-01-01
2003,8,1.5,5.63322632423756,2003-08-01
2003,9,216.210526315789,1.66736842105263,2003-09-01
2003,10,1388.2962962963,3.00160742397879,2003-10-01
2003,11,2410.07692307692,3.71347444501807,2003-11-01
2003,12,492.5,9.93959731543624,2003-12-01
2004,8,45.641975308642,3.14165042235218,2004-08-01
2004,9,315.481746031746,0.933535762483131,2004-09-01
2004,10,716.037325637326,0,2004-10-01
2004,11,548.437777777778,0,2004-11-01
2004,12,15.4903846153846,0,2004-12-01
2005,1,0.131756756756757,0,2005-01-01
2005,2,0.442567567567568,0,2005-02-01
2005,8,1,0,2005-08-01
2005,9,48.57,2.110625,2005-09-01
2005,10,373.084093211753,0.508196782945037,2005-10-01
2005,11,505.321428571429,0.153625954198473,2005-11-01
2005,12,121.866666666667,0.355725190839695,2005-12-01
2006,1,0,0.606870229007634,2006-01-01
2006,2,0,0.740458015267176,2006-02-01
2006,8,2.75,0.611607142857143,2006-08-01
2006,9,536.5625,0.68359375,2006-09-01
2006,10,1502.73684210526,1.68245614035088,2006-10-01
2006,11,50.235294117647,1,2006-11-01
2006,12,0,0.949152542372881,2006-12-01
2007,7,1,0.398305084745763,2007-07-01
2007,8,0.625,0.0805084745762712,2007-08-01
2007,9,131.016393442623,0.321164609216846,2007-09-01
2007,10,613.365384615385,0.404029836442627,2007-10-01
2007,11,350.647058823529,0.776333789329685,2007-11-01
2008,8,3.75,4.71153846153846,2008-08-01
2008,9,138.641791044776,7.72273249138921,2008-09-01
2008,10,315.383720930233,12.0698455863966,2008-10-01
2008,11,51.1666666666667,8.5013440860215,2008-11-01
2008,12,0,5.88911290322581,2008-12-01
2009,5,0,0,2009-05-01
2009,8,1.18181818181818,0.645161290322581,2009-08-01
2009,9,63.2127659574468,0.266798404066764,2009-09-01
2009,10,210.010416666667,0.0876259157509157,2009-10-01
2009,11,88.6,0.2,2009-11-01
2010,7,1.5,0.857142857142857,2010-07-01
2010,8,1.75,0.775068681318681,2010-08-01
2010,9,656.664451827243,12.8674003322259,2010-09-01
2010,10,480.755747126437,6.00068550062318,2010-10-01
2010,11,62.3492063492063,0.140562248995984,2010-11-01
2010,12,2.55,0.335542168674699,2010-12-01
2011,8,4,0.923694779116466,2011-08-01
2011,9,101.154761904762,0.263711990820425,2011-09-01
2011,10,211.430555555556,0,2011-10-01
2011,11,45.4362416107382,0,2011-11-01
2011,12,0,0,2011-12-01
2012,1,0,0,2012-01-01
2012,8,14.65,5.09131054131054,2012-08-01
2012,9,130.605368009273,1.34370026525199,2012-09-01
2012,10,385.419463087248,1.23708053691275,2012-10-01
2012,11,95.609375,0.09765625,2012-11-01
2012,12,2.71428571428571,0.931868131868132,2012-12-01
2013,6,4.66071428571429,0,2013-06-01
2013,8,7.94444444444444,0,2013-08-01
2013,9,173.316666666667,0.386111111111111,2013-09-01
2013,10,597.911764705882,0.0667016806722689,2013-10-01
2013,11,486.894841269841,0.0390022675736962,2013-11-01
2013,12,45.5,0.352380952380952,2013-12-01
2014,7,0.285714285714286,1.77551020408163,2014-07-01
2014,8,1.3125,1.25585317460317,2014-08-01
2014,9,62.9683544303797,0.467299578059072,2014-09-01
2014,10,44.0179372197309,0.112855007473841,2014-10-01
2014,11,1.44230769230769,0,2014-11-01
2014,12,0.5,0,2014-12-01
2015,1,0,0,2015-01-01
2015,5,0,0,2015-05-01
2015,8,7.37974683544304,0,2015-08-01
2015,9,22.4281400966184,0.0455072463768116,2015-09-01
2015,10,34.9177358490566,0.0396226415094339,2015-10-01
2015,11,1.27272727272727,0,2015-11-01
2015,12,0,0,2015-12-01
2016,7,1,4.12698412698413,2016-07-01
2016,8,4.0952380952381,3.22675736961451,2016-08-01
2016,9,3.86972209427299,0.982435129740519,2016-09-01
2016,10,14.6598544500119,0.645270234077883,2016-10-01
2016,11,0.911764705882353,0.160597572362278,2016-11-01
2016,12,0,0,2016-12-01
2017,8,2.75,0.777445211038961,2017-08-01
2017,9,225.648322851153,2.32395552560647,2017-09-01
2017,10,115.792509481669,1.11378002528445,2017-10-01
2017,11,6.32142857142857,0.505421970768505,2017-11-01
2018,8,3.5,0.0891089108910891,2018-08-01
2018,9,77.5074213836478,1.22641509433962,2018-09-01
2018,10,63.2216806296014,0.94955209806695,2018-10-01
2018,11,9.7,0.114285714285714,2018-11-01
2019,8,0,0,2019-08-01
2019,9,11.3357142857143,0,2019-09-01
2019,10,48.55,0,2019-10-01
2019,11,30,0,2019-11-01
2019,12,0.4,0,2019-12-01
2020,2,0,0,2020-02-01
2020,8,16,0,2020-08-01
2020,9,40.1470588235294,0,2020-09-01
2020,10,51.781103286385,0.216314078804813,2020-10-01
2020,11,38.6,0.95921052631579,2020-11-01
2021,7,7.31707317073171,0.236842105263158,2021-07-01
2021,8,5.36106271777003,0.0944548872180451,2021-08-01
2021,9,63.8479532163743,0.00200061557402278,2021-09-01
2021,10,116.137755102041,0,2021-10-01
2021,11,37.2941176470588,0.0262828535669587,2021-11-01
2021,12,0,0.24822695035461,2021-12-01
2022,7,0.882882882882883,0.711583924349882,2022-07-01
2022,8,2.2003432003432,0.822695035460993,2022-08-01
2022,9,35.7925925925926,3.13620023265413,2022-09-01
